UniProtKB:Q9BQ89		GO:0007052		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR14758	protein	UniProtKB:Q9BQ89	PMID:34080749	20220531
UniProtKB:P49959		GO:0007095		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q61216|ensembl:ENSMUSP00000034405	PANTHER:PTHR10139	protein	UniProtKB:P49959	GO_REF:0000107	20250313
UniProtKB:P49959		GO:0031573		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q61216|ensembl:ENSMUSP00000034405	PANTHER:PTHR10139	protein	UniProtKB:P49959	GO_REF:0000107	20250313
UniProtKB:P49959		GO:0044818		ComplexPortal	NCBITaxon:9606	NAS		PANTHER:PTHR10139	protein	UniProtKB:P49959	PMID:22369660	20241112
UniProtKB:P49959		GO:0007095		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000015644|FB:FBgn0020270|MGI:MGI:1100512	PANTHER:PTHR10139	protein		GO_REF:0000033	20180302
UniProtKB:P49959		GO:0031573		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000015646|MGI:MGI:1100512|PomBase:SPAC13C5.07	PANTHER:PTHR10139	protein		GO_REF:0000033	20170228
UniProtKB:Q9BQ15		GO:0044818		UniProt	NCBITaxon:9606	IEA	ARBA:ARBA00085573	PANTHER:PTHR13356	protein	UniProtKB:Q9BQ15	GO_REF:0000117	20250428
UniProtKB:Q9BQ15		GO:0044818		ComplexPortal	NCBITaxon:9606	IDA		PANTHER:PTHR13356	protein	UniProtKB:Q9BQ15	PMID:19683501	20240902
UniProtKB:Q9BQ15		GO:0044818		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR13356	protein	UniProtKB:Q9BQ15	PMID:19683501	20201022
UniProtKB:Q9BQ15		GO:0044818		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000331761|UniProtKB:Q96AH0|UniProtKB:Q9BQ15	PANTHER:PTHR13356	protein		GO_REF:0000033	20240307
UniProtKB:O60921		GO:0033314		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000307391|PomBase:SPAC20G4.04c	PANTHER:PTHR12900	protein		GO_REF:0000033	20170228
UniProtKB:O60921		GO:0031573		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000307391|PomBase:SPAC20G4.04c	PANTHER:PTHR12900	protein		GO_REF:0000033	20170228
UniProtKB:Q68E01		GO:0044818		ComplexPortal	NCBITaxon:9606	IDA		PANTHER:PTHR13587	protein	UniProtKB:Q68E01	PMID:19683501	20240902
UniProtKB:Q68E01		GO:0044818		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR13587	protein	UniProtKB:Q68E01	PMID:19683501	20201022
UniProtKB:Q9BVW5		GO:0031573		HGNC-UCL	NCBITaxon:9606	IMP		PANTHER:PTHR13220	protein	UniProtKB:Q9BVW5	PMID:17102137	20070719
UniProtKB:Q9BW19		GO:0000070		UniProt	NCBITaxon:9606	NAS		PANTHER:PTHR24115	protein	UniProtKB:Q9BW19	PMID:8276466	20021105
UniProtKB:Q9BW19		GO:0007080		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24115	protein	UniProtKB:Q9BW19	PMID:15843429	20141117
UniProtKB:Q9BW19		GO:0090307		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24115	protein	UniProtKB:Q9BW19	PMID:15843429	20141117
UniProtKB:Q9BW19		GO:0090307		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001537590|PomBase:SPAC3A11.14c|UniProtKB:P28739|UniProtKB:Q9BW19|PomBase:SPAC664.10	PANTHER:PTHR24115	protein		GO_REF:0000033	20221008
UniProtKB:Q01831		GO:0031573		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P51612|ensembl:ENSMUSP00000032182	PANTHER:PTHR12135	protein	UniProtKB:Q01831	GO_REF:0000107	20250313
UniProtKB:Q9BVA0		GO:0007079		UniProt	NCBITaxon:9606	IEA	UniRule:UR000107263	PANTHER:PTHR19845	protein	UniProtKB:Q9BVA0	GO_REF:0000104	20250428
UniProtKB:O60566		GO:0007091		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9Z1S0|ensembl:ENSMUSP00000037126	PANTHER:PTHR14030	protein	UniProtKB:O60566	GO_REF:0000107	20250313
UniProtKB:O60566		GO:0007094		InterPro	NCBITaxon:9606	IEA	InterPro:IPR015661	PANTHER:PTHR14030	protein	UniProtKB:O60566	GO_REF:0000002	20250429
UniProtKB:O60566		GO:0007094		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR14030	protein	UniProtKB:O60566	PMID:10477750	20211018
UniProtKB:O60566		GO:0007094		ComplexPortal	NCBITaxon:9606	NAS		PANTHER:PTHR14030	protein	UniProtKB:O60566	PMID:11535616	20250227
UniProtKB:O60566		GO:0007094		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR14030	protein	UniProtKB:O60566	PMID:20220147	20230615
UniProtKB:O60566		GO:0007094		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000361607|SGD:S000003550|UniProtKB:O60566|SGD:S000003420|FB:FBgn0031696|UniProtKB:O43683|PomBase:SPCC1322.12c|TAIR:locus:2050977|WB:WBGene00004721|PomBase:SPCC1795.01c|FB:FBgn0263855	PANTHER:PTHR14030	protein		GO_REF:0000033	20231109
UniProtKB:Q9BSJ2		GO:0000278		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000447085|FB:FBgn0026430|FB:FBgn0026433|UniProtKB:A8BFK8|PomBase:SPBC365.15|UniProtKB:A0A644F7M7|FB:FBgn0026432|SGD:S000005070|PomBase:SPBC428.20c|ZFIN:ZDB-GENE-031118-150|FB:FBgn0026431	PANTHER:PTHR19302	protein		GO_REF:0000033	20241120
UniProtKB:Q6PEY2		GO:0000278		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000172598|TAIR:locus:2166469|TAIR:locus:2076750|SGD:S000004550|PomBase:SPBC32F12.04|FB:FBgn0087040|UniProtKB:P10653|UniProtKB:P18695|WB:WBGene00006528|PomBase:SPBC800.05c|PomBase:SPBC26H8.07c|WB:WBGene00006540|WB:WBGene00006529|SGD:S000004202|UniProtKB:A0A644F0Y1|SGD:S000001857|FB:FBgn0260639	PANTHER:PTHR11588	protein		GO_REF:0000033	20241120
UniProtKB:Q6WBX8		GO:0031573		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000391242|SGD:S000006115|MGI:MGI:1328356|PomBase:SPAC664.07c	PANTHER:PTHR15237	protein		GO_REF:0000033	20170228
UniProtKB:Q08209		GO:0000082		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P63328|ensembl:ENSMUSP00000053101	PANTHER:PTHR45673	protein	UniProtKB:Q08209	GO_REF:0000107	20250313
UniProtKB:Q9BV73		GO:0000278		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR23159	protein	UniProtKB:Q9BV73	PMID:12140259	20040407
UniProtKB:O60729		GO:0007095		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR23339	protein	UniProtKB:O60729	PMID:18662541	20171116
UniProtKB:Q9BUF5		GO:0000278		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000172598|TAIR:locus:2166469|TAIR:locus:2076750|SGD:S000004550|PomBase:SPBC32F12.04|FB:FBgn0087040|UniProtKB:P10653|UniProtKB:P18695|WB:WBGene00006528|PomBase:SPBC800.05c|PomBase:SPBC26H8.07c|WB:WBGene00006540|WB:WBGene00006529|SGD:S000004202|UniProtKB:A0A644F0Y1|SGD:S000001857|FB:FBgn0260639	PANTHER:PTHR11588	protein		GO_REF:0000033	20241120
UniProtKB:P56211		GO:0000086		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR10358	protein	UniProtKB:P56211	PMID:21164014	20110317
UniProtKB:P56211		GO:0000278		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR10358	protein	UniProtKB:P56211	PMID:21164014	20110317
UniProtKB:P33981		GO:0007052		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR22974	protein	UniProtKB:P33981	PMID:7737118	20030904
UniProtKB:P33981		GO:0007094		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P35761|ensembl:ENSMUSP00000064839	PANTHER:PTHR22974	protein	UniProtKB:P33981	GO_REF:0000107	20250313
UniProtKB:P33981		GO:0007094		UniProt	NCBITaxon:9606	IEA	ARBA:ARBA00044419	PANTHER:PTHR22974	protein	UniProtKB:P33981	GO_REF:0000117	20250428
UniProtKB:P33981		GO:0007094		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR22974	protein	UniProtKB:P33981	PMID:10366450	20030904
UniProtKB:P33981		GO:0007094		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR22974	protein	UniProtKB:P33981	PMID:18243099	20240419
UniProtKB:P33981		GO:0140273		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR22974	protein	UniProtKB:P33981	PMID:18243099	20240419
UniProtKB:P33981		GO:0140273		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR22974	protein	UniProtKB:P33981	PMID:28441529	20240419
UniProtKB:P33981		GO:0007094		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001122082|MGI:MGI:1194921|CGD:CAL0000200652|FB:FBgn0000063|PomBase:SPBC106.01|UniProtKB:P33981|SGD:S000002186	PANTHER:PTHR22974	protein		GO_REF:0000033	20241120
UniProtKB:Q5T5M9		GO:0000082		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000019791|UniProtKB:P30279|SGD:S000000038|UniProtKB:P30281|SGD:S000003341|UniProtKB:P24385|CGD:CAL0000185532|RGD:621083|MGI:MGI:88313|TAIR:locus:2124331|CGD:CAL0000199358|UniProtKB:Q585A1|FB:FBgn0000404|UniProtKB:P24864|SGD:S000006324|WB:WBGene00000871|RGD:2293|FB:FBgn0010382	PANTHER:PTHR10177	protein		GO_REF:0000033	20250411
UniProtKB:Q02241		GO:0000022		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR24115	protein	UniProtKB:Q02241	PMID:1406973	20030904
UniProtKB:Q02241		GO:0000281		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24115	protein	UniProtKB:Q02241	PMID:15843429	20141117
UniProtKB:Q02241		GO:0000281		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24115	protein	UniProtKB:Q02241	PMID:16236794	20170807
UniProtKB:Q02241		GO:0051256		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24115	protein	UniProtKB:Q02241	PMID:16103226	20110804
UniProtKB:Q02241		GO:0051256		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000649640|WB:WBGene00006974|UniProtKB:Q02241	PANTHER:PTHR24115	protein		GO_REF:0000033	20241120
UniProtKB:Q8N9V6		GO:0007080		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24160	protein	UniProtKB:Q8N9V6	PMID:26820536	20160428
UniProtKB:Q8N9V6		GO:0007080		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001192898|UniProtKB:Q8N9V6	PANTHER:PTHR24160	protein		GO_REF:0000033	20200228
UniProtKB:Q02224		GO:0000278		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR47968	protein	UniProtKB:Q02224	PMID:24748105	20141211
UniProtKB:Q02224		GO:0007052		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR47968	protein	UniProtKB:Q02224	PMID:25908662	20170824
UniProtKB:Q02224		GO:0007079		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR47968	protein	UniProtKB:Q02224	PMID:1406971	20030904
UniProtKB:Q02224		GO:0007079		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR47968	protein	UniProtKB:Q02224	PMID:25908662	20170824
UniProtKB:Q02224		GO:0007080		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR47968	protein	UniProtKB:Q02224	PMID:15843429	20141117
UniProtKB:Q02224		GO:0007080		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR47968	protein	UniProtKB:Q02224	PMID:9363944	20030904
UniProtKB:Q02224		GO:0051315		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR47968	protein	UniProtKB:Q02224	PMID:15843429	20141117
UniProtKB:Q02224		GO:0099606		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR47968	protein	UniProtKB:Q02224	PMID:25908662	20170824
UniProtKB:Q02224		GO:0099607		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR47968	protein	UniProtKB:Q02224	PMID:23891108	20160909
UniProtKB:Q02224		GO:0000278		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001947122|FB:FBgn0040232|MGI:MGI:1098230|UniProtKB:Q02224|FB:FBgn0040233|dictyBase:DDB_G0285101	PANTHER:PTHR47968	protein		GO_REF:0000033	20200812
UniProtKB:Q8N957		GO:0000132		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000484755|FB:FBgn0266418	PANTHER:PTHR21437	protein		GO_REF:0000033	20210325
UniProtKB:A2RUB6		GO:0000132		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR22736	protein	UniProtKB:A2RUB6	PMID:35849559	20241028
UniProtKB:A2RUB6		GO:0007052		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR22736	protein	UniProtKB:A2RUB6	PMID:35849559	20241028
UniProtKB:A2RUB6		GO:0007080		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR22736	protein	UniProtKB:A2RUB6	PMID:35849559	20241028
UniProtKB:A2RUB6		GO:0090307		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR22736	protein	UniProtKB:A2RUB6	PMID:35849559	20241028
UniProtKB:A2RUB6		GO:1902850		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR22736	protein	UniProtKB:A2RUB6	PMID:35849559	20241028
UniProtKB:P23528		GO:0000281		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P18760|ensembl:ENSMUSP00000147514	PANTHER:PTHR11913	protein	UniProtKB:P23528	GO_REF:0000107	20250313
UniProtKB:P23528		GO:0000281		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001375639|MGI:MGI:101757	PANTHER:PTHR11913	protein		GO_REF:0000033	20220406
UniProtKB:Q16763		GO:0010458		UniProt	NCBITaxon:9606	IEA	ARBA:ARBA00092704	PANTHER:PTHR24068	protein	UniProtKB:Q16763	GO_REF:0000117	20250428
UniProtKB:Q16763		GO:0010458		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24068	protein	UniProtKB:Q16763	PMID:19820702	20091027
UniProtKB:Q16763		GO:0010458		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24068	protein	UniProtKB:Q16763	PMID:19822757	20091027
UniProtKB:Q9H444		GO:0000281		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR22761	protein	UniProtKB:Q9H444	PMID:21310966	20160405
UniProtKB:Q9H444		GO:0007080		UniProt	NCBITaxon:9606	IEA	ARBA:ARBA00033550	PANTHER:PTHR22761	protein	UniProtKB:Q9H444	GO_REF:0000117	20250428
UniProtKB:Q9H444		GO:0007080		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR22761	protein	UniProtKB:Q9H444	PMID:20616062	20141209
UniProtKB:Q9H444		GO:0007080		ComplexPortal	NCBITaxon:9606	IMP		PANTHER:PTHR22761	protein	UniProtKB:Q9H444	PMID:20616062	20250310
UniProtKB:Q9H444		GO:0010458		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR22761	protein	UniProtKB:Q9H444	PMID:26040712	20160405
UniProtKB:Q9H444		GO:0061952		UniProt	NCBITaxon:9606	IEA	ARBA:ARBA00029210	PANTHER:PTHR22761	protein	UniProtKB:Q9H444	GO_REF:0000117	20250428
UniProtKB:Q9H444		GO:0061952		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR22761	protein	UniProtKB:Q9H444	PMID:20616062	20180814
UniProtKB:Q9H444		GO:0061952		ComplexPortal	NCBITaxon:9606	IMP		PANTHER:PTHR22761	protein	UniProtKB:Q9H444	PMID:20616062	20250310
UniProtKB:Q12962		GO:0000082		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8K0H5|ensembl:ENSMUSP00000118105	PANTHER:PTHR21242	protein	UniProtKB:Q12962	GO_REF:0000107	20250313
UniProtKB:Q96JM3		GO:0051315		InterPro	NCBITaxon:9606	IEA	InterPro:IPR039330	PANTHER:PTHR37354	protein	UniProtKB:Q96JM3	GO_REF:0000002	20250429
UniProtKB:Q96JM3		GO:0051315		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR37354	protein	UniProtKB:Q96JM3	PMID:21063390	20101117
UniProtKB:Q96JM3		GO:0051315		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN002204446|UniProtKB:Q96JM3	PANTHER:PTHR37354	protein		GO_REF:0000033	20170228
UniProtKB:Q12955		GO:0000281	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0002328"", ""label"": ""bronchial epithelial cell""}}"	BHF-UCL	NCBITaxon:9606	IMP		PANTHER:PTHR24133	protein	UniProtKB:Q12955	PMID:14757759	20120606
UniProtKB:Q12955		GO:0000281		BHF-UCL	NCBITaxon:9606	IMP		PANTHER:PTHR24133	protein	UniProtKB:Q12955	PMID:17620337	20120607
UniProtKB:Q12929		GO:0010458		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q08509	PANTHER:PTHR12287	protein	UniProtKB:Q12929	GO_REF:0000024	20130222
UniProtKB:Q12929		GO:0010458		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q08509|ensembl:ENSMUSP00000052776	PANTHER:PTHR12287	protein	UniProtKB:Q12929	GO_REF:0000107	20250313
UniProtKB:Q13123		GO:0000278		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR12765	protein	UniProtKB:Q13123	PMID:24252166	20170707
UniProtKB:Q13123		GO:0007094		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR12765	protein	UniProtKB:Q13123	PMID:22351768	20170707
UniProtKB:Q96RL1		GO:0007095		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR15932	protein	UniProtKB:Q96RL1	PMID:17525340	20171116
UniProtKB:Q96RL1		GO:0007095		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR15932	protein	UniProtKB:Q96RL1	PMID:17525341	20171116
UniProtKB:Q96RL1		GO:0007095		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR15932	protein	UniProtKB:Q96RL1	PMID:17525342	20171116
UniProtKB:Q96RL1		GO:0007095		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR15932	protein	UniProtKB:Q96RL1	PMID:17643121	20171116
UniProtKB:Q96RL1		GO:0007095		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR15932	protein	UniProtKB:Q96RL1	PMID:19261748	20171116
UniProtKB:Q96RL1		GO:0044818		ComplexPortal	NCBITaxon:9606	NAS		PANTHER:PTHR15932	protein	UniProtKB:Q96RL1	PMID:22369660	20250226
UniProtKB:Q6KC79		GO:0000070		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q6KCD5|ensembl:ENSMUSP00000059385	PANTHER:PTHR21704	protein	UniProtKB:Q6KC79	GO_REF:0000107	20250313
UniProtKB:Q6KC79		GO:0034087		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000496017|SGD:S000002588	PANTHER:PTHR21704	protein		GO_REF:0000033	20230603
UniProtKB:P33552		GO:0044772		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P56390|ensembl:ENSMUSP00000075250	PANTHER:PTHR23415	protein	UniProtKB:P33552	GO_REF:0000107	20250313
UniProtKB:Q9NQR1		GO:0007076		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR46167	protein	UniProtKB:Q9NQR1	Reactome:R-HSA-2299718	20241117
UniProtKB:Q969H0		GO:0000082		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR19849	protein	UniProtKB:Q969H0-1	PMID:25438055	20230608
UniProtKB:O95067		GO:0044772		InterPro	NCBITaxon:9606	IEA	InterPro:IPR046965	PANTHER:PTHR10177	protein	UniProtKB:O95067	GO_REF:0000002	20250429
UniProtKB:O95067		GO:0000082		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000019791|UniProtKB:P30279|SGD:S000000038|UniProtKB:P30281|SGD:S000003341|UniProtKB:P24385|CGD:CAL0000185532|RGD:621083|MGI:MGI:88313|TAIR:locus:2124331|CGD:CAL0000199358|UniProtKB:Q585A1|FB:FBgn0000404|UniProtKB:P24864|SGD:S000006324|WB:WBGene00000871|RGD:2293|FB:FBgn0010382	PANTHER:PTHR10177	protein		GO_REF:0000033	20250411
UniProtKB:Q8NB14		GO:0000082		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24006	protein	UniProtKB:Q8NB14	PMID:25438055	20230608
UniProtKB:P67775		GO:0000278		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001705142|WB:WBGene00002363|SGD:S000002292|CGD:CAL0000200555|SGD:S000002347|FB:FBgn0004177	PANTHER:PTHR45619	protein		GO_REF:0000033	20240801
UniProtKB:P30291		GO:0000086		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11042	protein	UniProtKB:P30291	PMID:2188730	20231107
UniProtKB:P30291		GO:0007077	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0000086"", ""label"": ""G2/M transition of mitotic cell cycle""}}"	UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11042	protein	UniProtKB:P30291	PMID:2188730	20231107
UniProtKB:P30291		GO:0000086		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR11042	protein	UniProtKB:P30291	Reactome:R-HSA-69275	20241117
UniProtKB:P30291		GO:0000278		InterPro	NCBITaxon:9606	IEA	InterPro:IPR017164	PANTHER:PTHR11042	protein	UniProtKB:P30291	GO_REF:0000002	20250429
UniProtKB:P30281		GO:0000082		UniProt	NCBITaxon:9606	TAS		PANTHER:PTHR10177	protein	UniProtKB:P30281	PMID:33854239	20220302
UniProtKB:P30281		GO:0000082		ComplexPortal	NCBITaxon:9606	NAS		PANTHER:PTHR10177	protein	UniProtKB:P30281	PMID:7603984	20250323
UniProtKB:P30281		GO:0000082		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR10177	protein	UniProtKB:P30281	PMID:8114739	20220119
UniProtKB:P30281		GO:0000082		ComplexPortal	NCBITaxon:9606	NAS		PANTHER:PTHR10177	protein	UniProtKB:P30281	PMID:8114739	20250320
UniProtKB:P30281		GO:0000082		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000019791|UniProtKB:P30279|SGD:S000000038|UniProtKB:P30281|SGD:S000003341|UniProtKB:P24385|CGD:CAL0000185532|RGD:621083|MGI:MGI:88313|TAIR:locus:2124331|CGD:CAL0000199358|UniProtKB:Q585A1|FB:FBgn0000404|UniProtKB:P24864|SGD:S000006324|WB:WBGene00000871|RGD:2293|FB:FBgn0010382	PANTHER:PTHR10177	protein		GO_REF:0000033	20250411
UniProtKB:Q96GX5		GO:0000086		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24356	protein	UniProtKB:Q96GX5	PMID:20538976	20110317
UniProtKB:Q96GX5		GO:0000086		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24356	protein	UniProtKB:Q96GX5	PMID:20818157	20110329
UniProtKB:P30279		GO:0000082		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR10177	protein	UniProtKB:P30279	PMID:19237565	20220119
UniProtKB:P30279		GO:0000082		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR10177	protein	UniProtKB:P30279	PMID:8114739	20220119
UniProtKB:P30279		GO:0000082		UniProt	NCBITaxon:9606	IEA	ARBA:ARBA00028571	PANTHER:PTHR10177	protein	UniProtKB:P30279	GO_REF:0000117	20250428
UniProtKB:P30279		GO:0000082		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR10177	protein	UniProtKB:P30279	PMID:18827403	20220119
UniProtKB:P30279		GO:0000082		UniProt	NCBITaxon:9606	TAS		PANTHER:PTHR10177	protein	UniProtKB:P30279	PMID:33854239	20220302
UniProtKB:P30279		GO:0000082		ComplexPortal	NCBITaxon:9606	NAS		PANTHER:PTHR10177	protein	UniProtKB:P30279	PMID:7603984	20250323
UniProtKB:P30279		GO:0000082		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000019791|UniProtKB:P30279|SGD:S000000038|UniProtKB:P30281|SGD:S000003341|UniProtKB:P24385|CGD:CAL0000185532|RGD:621083|MGI:MGI:88313|TAIR:locus:2124331|CGD:CAL0000199358|UniProtKB:Q585A1|FB:FBgn0000404|UniProtKB:P24864|SGD:S000006324|WB:WBGene00000871|RGD:2293|FB:FBgn0010382	PANTHER:PTHR10177	protein		GO_REF:0000033	20250411
UniProtKB:P50748		GO:0007094		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR15688	protein	UniProtKB:P50748	PMID:11146660	20201021
UniProtKB:P50748		GO:0000070		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001038564|FB:FBgn0003268|WB:WBGene00018900	PANTHER:PTHR15688	protein		GO_REF:0000033	20211111
UniProtKB:P50748		GO:0007094		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001038564|UniProtKB:A0A1L8I190|FB:FBgn0003268|UniProtKB:P50748	PANTHER:PTHR15688	protein		GO_REF:0000033	20240919
